course_code,status,canonical_title,canonical_cus,first_seen,last_seen,edition_count,span_months,college_count,colleges,title_variant_count,title_variants,first_programs,latest_programs
C224,RETIRED,Research Foundations,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Master of Arts in Teaching, English Education (5-12) | Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9)","Master of Arts in Mathematics Education (Middle Grades) | Master of Arts, English Language Learning | Master of Arts, Mathematics Education (K-6)"
C225,RETIRED,Research Questions and Literature Review,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Master of Arts in Teaching, English Education (5-12) | Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9)","Master of Arts in Mathematics Education (Middle Grades) | Master of Arts, English Language Learning | Master of Arts, Mathematics Education (K-6)"
C226,RETIRED,Research Design and Analysis,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Mathematics Education (5-9) | Master of Arts, Mathematics Education (K-6) | Master of Education, Instructional Design | Master of Education, Learning and Technology","Master of Arts, Mathematics Education (K-6)"
C227,RETIRED,Research Proposals,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Mathematics Education (K-6) | Master of Education, Instructional Design | Master of Education, Learning and Technology | Master of Science, Curriculum and Instruction","Master of Arts, Mathematics Education (K-6)"
C228,RETIRED,Community Health and Population-Focused Nursing,3,2017-01,2021-12,57,59,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR] | Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]","Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education (RN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN) | Master of Science, Nursing - Nursing Informatics"
C229,RETIRED,Community Health and Population-Focused Nursing Field,2,2017-01,2021-12,57,59,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR] | Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]","Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education (RN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN) | Master of Science, Nursing - Nursing Informatics"
C230,RETIRED,Community Health and Population-Focused Nursing Clinical,2,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C232,RETIRED,Introduction to Human Resource Management,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Information Technology Management"
C233,RETIRED,Employment Law,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Human Resource Management","Bachelor of Science, Information Technology Management"
C234,RETIRED,Workforce Planning: Recruitment and Selection,3,2017-01,2026-06,111,113,2,College of Business | School of Business,1,Workforce Planning: Recruitment and,"Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Business Management","Bachelor of Science, Information Technology Management"
C235,RETIRED,Training and Development,3,2017-01,2023-08,77,79,1,College of Business,0,,"Bachelor of Science, Business - Human Resource Management","Bachelor of Science Business Administration, Management"
C236,RETIRED,Compensation and Benefits,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Human Resource Management","Bachelor of Science, Information Technology Management"
C237,RETIRED,Taxation I,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C238,RETIRED,Taxation II,3,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C239,RETIRED,Advanced Tax Concepts,3,2017-01,2024-09,90,92,2,College of Business | School of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C240,RETIRED,Auditing,3,2017-01,2020-12,44,47,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science Business Administration, Accounting"
C241,RETIRED,Business Law for Accountants,3,2017-01,2020-12,44,47,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science Business Administration, Accounting"
C242,RETIRED,Accounting Information Systems,3,2017-01,2020-12,44,47,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science Business Administration, Accounting"
C243,RETIRED,Advanced Financial Accounting,3,2017-01,2024-09,90,92,2,College of Business | School of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C244,RETIRED,Advanced Auditing,3,2017-01,2021-12,57,59,1,College of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C245,RETIRED,Accounting Research,3,2017-01,2021-12,57,59,1,College of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C246,RETIRED,Fundamentals of Interconnecting Network Devices,6,2017-01,2019-12,33,35,1,College of Information Technology,0,,"Bachelor of Science, IT - Security Emphasis","Bachelor of Science, Network Operations and Security"
C247,RETIRED,Interconnecting Network Devices,6,2017-01,2019-12,33,35,1,College of Information Technology,0,,"Bachelor of Science, IT - Security Emphasis","Bachelor of Science, Network Operations and Security"
C248,RETIRED,Intermediate Accounting I,3,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C249,RETIRED,Intermediate Accounting II,3,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C250,RETIRED,Cost and Managerial Accounting,3,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C251,RETIRED,Accounting Capstone,5,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Accounting","Bachelor of Science, Accounting"
C252,RETIRED,Governmental and Nonprofit Accounting,3,2017-01,2021-12,57,59,1,College of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C253,RETIRED,Advanced Managerial Accounting,3,2017-01,2024-09,90,92,2,College of Business | School of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C254,RETIRED,Fraud and Forensic Accounting,3,2017-01,2024-09,90,92,2,College of Business | School of Business,0,,"Master of Science, Accounting","Master of Science, Accounting"
C255,RETIRED,Introduction to Geography,3,2017-01,2023-07,76,78,2,College of Business | College of Information Technology,0,,"Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Business Management","Bachelor of Science, Data Management/Data Analytics"
C257,RETIRED,Data Analytics and Information Governance,4,2017-01,2017-05,3,4,1,College of Information Technology,0,,"Bachelor of Science, Health Information Management","Bachelor of Science, Health Information Management"
C260,RETIRED,Classification Systems,4,2017-01,2017-05,3,4,1,College of Information Technology,0,,"Bachelor of Science, Health Information Management","Bachelor of Science, Health Information Management"
C262,RETIRED,Advanced Geosciences,4,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Science (5-12, Geo)"
C263,RETIRED,The Ocean Systems,4,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Educational Studies in Secondary Earth Science Education | Bachelor of Science, Science Education (Secondary Earth Science)"
C264,RETIRED,Climate Change,4,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Chemistry)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Science, Science Education (Secondary Chemistry)"
C265,RETIRED,Advanced Geosciences,3,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts, Science Education (5-12, Geo)","Master of Arts, Science Education (5-12, Geo)"
C266,RETIRED,The Ocean Systems,3,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Geo)",Master of Arts Science Education (Secondary Earth Science)
C267,RETIRED,Climate Change,3,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Chemistry)",Master of Arts Science Education (Secondary Chemistry)
C268,RETIRED,Spreadsheets,3,2017-01,2026-01,106,108,3,College of Business | College of Information Technology | School of Technology,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Information Technology | Bachelor of Science, Information Technology (BSIT to MSITM)"
C269,RETIRED,Children's Literature,3,2017-01,2019-03,24,26,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Special Education"
C272,RETIRED,Foundational Perspectives of Education,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate | Bachelor of Science, Mathematics Education (Middle Grades)"
C273,RETIRED,Introduction to Sociology,3,2017-01,2026-06,111,113,4,College of Business | College of Health Professions | Leavitt School of Health | School of Business,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science in Psychology | Bachelor of Science, Accounting | Bachelor of Science, Business Management | Bachelor of Science, Communications"
C277,RETIRED,Finite Mathematics,4,2017-01,2026-01,106,108,3,College of Information Technology | School of Education | School of Technology,0,,"Bachelor of Science, Information Technology","Bachelor of Science, Information Technology | Bachelor of Science, Information Technology (BSIT to MSITM)"
C278,RETIRED,College Algebra,4,2017-01,2026-06,111,113,4,College of Business | College of Information Technology | School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Mathematics Education (Secondary)"
C279,RETIRED,Pre-Calculus,4,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo)"
